id,LoCC,h_avg,Uniq(Nw),Nw,mode,dl,title
37012,PR,6.15,"4,396","21,516",SV3,49,The Recruiting Officer
37758,PS,6.11,"13,413","67,889",SV2,49,Atlantic Classics
41231,PS,6.20,"12,433","57,760",SV4,49,The Life and Beauties of Fanny Fern
41715,PZ,5.75,"6,587","48,629",SV2,49,Dave Dawson with the R.A.F.
496,PZ,6.09,"6,554","45,846",-SV4,48,The Little Lame Prince
980,PS,6.11,"9,855","88,191",-SV4,48,Alice Adams
1375,"PZ,PS",6.08,"9,754","63,357",SV1,48,New Chronicles of Rebecca
1457,PR,5.73,"11,156","90,095",-SV1,48,Mistress Wilding
1751,"PZ,PS",6.10,"6,176","73,912",SV5,48,Twilight Land
1814,PS,5.99,"4,938","25,353",-SV1,48,The Agony Column
2024,PR,6.07,"7,806","43,744",SV3,48,Diary of a Pilgrimage
2245,PR,6.06,"5,008","23,611",-SV1,48,The Taming of the Shrew
2389,PR,5.81,"10,070","76,982",-SV1,48,Bardelys the Magnificent : Being ...
4025,PS,5.92,"4,958","25,963",-SV1,48,Anna Christie
8899,PR,6.23,"8,067","52,847",SV5,48,Three Weeks
14280,PZ,6.04,"8,107","93,880",SV2,48,Holidays at Roselands : A Sequel ...
17028,PS,5.86,"10,347","55,676",SV1,48,Eastern Standard Tribe
18520,PZ,5.76,"6,597","46,857",SV2,48,Sabotage in Space
25003,PZ,6.15,"7,364","55,712",-SV3,48,The Nicest Girl in the School: A...
26933,PN,5.95,"11,101","53,770",-SV1,48,Visions and Revisions: A Book of ...
34943,PZ,6.17,"3,813","28,691",-SV5,48,Among the Meadow People
40320,PN,6.14,"6,980","23,660",SV1,48,Mr. Punch Afloat: The Humours of...
40493,PR,5.96,"12,226","82,673",-SV2,48,The King of Diamonds: A Tale of ...
45658,PR,5.78,"8,596","81,156",-SV7,48,The Mystery of the Downs
618,PR,6.00,"5,557","40,603",SV3,47,Codex Junius 11
888,PR,5.99,"7,799","42,002",-SV2,47,The Lazy Tour of Two Idle Appren...
1264,PR,6.03,"10,028","56,518",-SV2,47,The Wheels of Chance: A Bicyclin...
2019,PS,5.80,"8,953","65,484",-SV1,47,The Bat
5977,PZ,6.25,"5,861","48,353",-SV1,47,"Bound to Rise; Or, Up the Ladder"
7434,"PZ,PS",5.98,"6,946","83,873",-SV4,47,The Adventures of Joel Pepper
10119,PR,5.68,"9,930","50,656",-SV1,47,Adonais
10882,PS,6.04,"9,069","50,415",-SV1,47,The Eagle’s Shadow
17112,PN,6.03,"14,061","78,328",-SV2,47,Many Thoughts of Many Minds: A Tr...
19360,PZ,6.22,"10,056","66,042",-SV4,47,Six to Sixteen: A Story for Girls
19672,PS,5.86,"6,713","45,710",-SV3,47,The Holladay Case: A Tale
20739,PS,5.80,"7,116","47,731",-SV4,47,Rebels of the Red Planet
20856,PS,5.81,"7,280","43,848",-SV2,47,Ten From Infinity
21048,PZ,6.14,"9,304","51,109",-SV2,47,Just Patty
26494,PR,5.82,"3,981","20,085",-SV1,47,"Vera; Or, The Nihilists"
29965,PS,5.67,"8,161","57,790",-SV2,47,Two Thousand Miles Below
32331,PZ,5.86,"6,278","47,663",-SV3,47,Dave Dawson at Casablanca
37173,PR,6.06,"7,123","39,351",-SV2,47,"In a Glass Darkly, v. 2/3"
39116,PS,6.09,"17,663","83,569",SV3,47,Unicorns
356,PR,6.10,"6,536","40,171",-SV1,46,Beyond the City
1671,PS,5.85,"7,879","56,170",-SV7,46,When a Man Marries
4272,PR,5.96,"8,338","55,144",SV2,46,The Christian Year
5829,PS,6.01,"7,447","66,414",-SV2,46,The Moneychangers
6313,PN,5.99,"9,593","42,501",-SV1,46,Masterpieces of American Wit and...
9931,PS,5.92,"10,353","95,884",-SV1,46,K
13054,PZ,5.88,"6,477","69,893",-SV1,46,A Thane of Wessex : Being a Story...
13694,PS,6.20,"11,656","53,946",SV3,46,Mince Pie
14228,PS,6.26,"9,082","47,893",-SV1,46,Bracebridge Hall
14360,PS,6.08,"7,764","43,524",SV2,46,"The Dawn and the Day : Or, The Bu..."
15119,PN,5.84,"19,987","79,135",-SV10,46,Handy Dictionary of Poetical Quo...
19111,PS,5.90,"4,629","22,299",SV2,46,Code Three
26649,PR,6.08,"7,772","25,320",-SV2,46,Terribly Intimate Portraits
28849,PZ,6.07,"7,305","56,101",-SV4,46,Smugglers’ Reef: A Rick Brant Sc...
29416,PS,5.66,"5,128","29,245",-SV1,46,The Mind Master
31598,PZ,6.07,"6,830","41,234",-SV1,46,The Egyptian Cat Mystery: A Rick...
32398,PS,5.77,"8,591","61,907",-SV2,46,Brood of the Dark Moon : (A Seque...
32620,PZ,5.85,"8,914","70,919",-SV1,46,The Three Mulla-mulgars
34020,PS,5.70,"8,799","69,833",-SV3,46,The Window at the White Cat
37174,PR,6.00,"6,291","34,057",-SV4,46,"In a Glass Darkly, v. 3/3"
42250,PZ,5.78,"6,642","50,488",-SV1,46,Dave Dawson with the Commandos
875,PR,5.78,"4,588","25,724",-SV1,45,The Duchess of Padua
1077,PR,5.98,"9,446","51,688",SV5,45,The Mirror of Kong Ho
1281,PZ,5.58,"5,898","45,747",SV4,45,Tom Swift and His Aerial Warship...
1423,PR,6.05,"7,678","50,599",-SV1,45,No Thoroughfare
1721,PR,5.87,"4,876","25,426",-SV1,45,The Trees of Pride
1948,"PS,PZ",5.99,"10,475","57,582",-SV3,45,The Story of a Bad Boy
2763,PR,5.63,"8,075","86,882",-SV3,45,The World’s Desire
3179,PS,5.97,"10,762","66,257",-SV2,45,The American Claimant
3490,PR,6.15,"4,833","25,297",SV1,45,The Admirable Crichton
5008,PS,6.17,"10,979","92,258",SV1,45,Katherine’s Sheaves
6120,PR,5.82,"14,165","92,097",-SV2,45,Soldiers Three
8457,PS,6.07,"8,240","49,577",-SV3,45,Frenzied Fiction
9871,PR,5.93,"8,529","76,075",-SV2,45,The Avenger
13135,PS,5.75,"9,125","45,724",-SV1,45,Pardners
20081,"PR,PZ",6.10,"12,317","94,698",-SV3,45,A Houseful of Girls
20204,PR,6.16,"6,112","25,388",SV1,45,The Storm-Cloud of the Nineteent...
21407,PN,6.20,"12,961","78,509",SV1,45,Figures of Several Centuries
22527,PS,5.75,"4,880","28,689",-SV2,45,Beyond the Vanishing Point
24770,PS,5.52,"7,739","60,682",-SV5,45,"A Prisoner of Morro; Or, In the ..."
25780,PS,5.98,"8,496","68,632",SV3,45,The Fire People
30970,PR,5.97,"13,470","86,353",-SV3,45,Miss Cayley’s Adventures
40038,"PZ,PS",5.57,"8,289","64,363",-SV1,45,The Lone Ranger Rides
306,PS,6.04,"8,730","45,131",SV3,44,The Early Short Fiction of Edith...
950,PZ,5.89,"5,831","44,261",-SV3,44,Tom Swift and His Electric Runab...
954,PZ,5.98,"5,793","46,396",-SV1,44,"Tom Swift and His War Tank; Or, ..."
1828,PR,5.98,"14,389","88,216",-SV1,44,"Chronicles of the Canongate, 1st..."
5901,"PZ,PS",5.74,"7,619","57,369",SV2,44,Dyke Darrel the Railroad Detecti...
5962,PS,6.18,"9,442","83,980",SV4,44,"Oh, Money! Money! A Novel"
9380,PN,5.86,"12,693","53,854",-SV1,44,A Nonsense Anthology
9862,PS,6.00,"11,235","85,809",-SV1,44,City of Endless Night
13716,PR,6.31,"9,084","51,029",-SV2,44,A Trip to Venus: A Novel
14888,PR,6.00,"9,745","63,024",-SV1,44,The Inheritors
16255,"PZ,QL",6.13,"6,265","33,123",SV3,44,Dickey Downy: The Autobiography ...
16551,PS,5.97,"10,075","75,368",-SV1,44,The Girl of the Golden West
17047,PR,5.94,"12,220","93,430",-SV1,44,The Half-Hearted
17189,PS,6.10,"8,633","36,797",SV1,44,Autumn Leaves : Original Pieces i...
19527,PS,5.92,"9,744","70,079",SV7,44,The Yukon Trail: A Tale of the N...
22278,PR,5.83,"7,059","51,260",SV1,44,A Master of Mysteries
24025,PZ,6.10,"10,018","72,364",-SV1,44,The New Girl at St. Chad’s: A St...
25449,PR,5.79,"9,030","99,058",-SV1,44,The Young Castellan: A Tale of t...
25496,PZ,6.01,"8,885","70,388",SV1,44,"New Treasure Seekers; Or, The Ba..."
26348,PZ,6.16,"4,880","33,962",SV1,44,Lisbeth Longfrock
26715,PR,6.20,"6,314","28,183",-SV1,44,Victorian Songs: Lyrics of the A...
28434,PR,6.38,"11,616","83,537",-SV2,44,The Astronomy of Milton’s ’Parad...
32501,PR,5.92,"8,862","38,634",-SV3,44,The Golden Age
33348,PR,6.19,"5,725","32,480",-SV3,44,Reveries over Childhood and Youth
37667,PR,6.10,"7,248","28,921",SV1,44,Three Hours after Marriage
38006,PS,6.12,"8,437","64,355",-SV5,44,The Heatherford Fortune: a sequel...
39682,PS,6.15,"7,169","39,678",-SV1,44,The Idiot at Home
40603,PR,6.09,"10,078","80,114",-SV2,44,The Root of All Evil
534,PR,6.20,"7,830","38,781",SV2,43,An Inland Voyage
753,PS,5.94,"10,153","69,316",SV1,43,Arizona Nights
1532,PR,5.77,"6,717","29,831",-SV1,43,The Tragedy of King Lear
1590,PS,5.76,"8,673","71,512",SV5,43,The Amazing Interlude
1908,PS,5.96,"6,045","34,425",-SV1,43,Her Prairie Knight
2454,PS,5.73,"11,389","91,190",SV2,43,The Silent Bullet
4223,PR,5.81,"10,341","89,817",-SV3,43,The Mystery of a Hansom Cab
5121,PS,5.81,"10,955","92,271",SV5,43,Dark Hollow
5232,PR,5.82,"12,775","53,886",-SV1,43,Sejanus: His Fall
11127,PS,5.77,"4,996","36,514",-SV2,43,The Case of Jennie Brice
11583,PS,5.97,"8,393","66,662",SV4,43,The Runaway Asteroid
14883,PZ,6.30,"7,429","63,301",SV1,43,Grandmother Elsie
17393,PR,6.08,"9,312","38,018",SV1,43,Men and Women
20163,PZ,6.23,"11,504","77,103",SV2,43,The Jolliest School of All
20795,PR,6.14,"5,995","33,041",-SV1,43,The Cricket on the Hearth
21626,PZ,5.81,"8,138","63,666",-SV3,43,"Adrift in the Wilds; Or, The Adv..."
24680,"PS,BV",5.55,"5,930","33,034",SV3,43,The Martyr of the Catacombs: A Ta...
34403,PZ,5.96,"6,660","42,721",-SV2,43,The Clock Strikes Thirteen
35027,PN,5.89,"5,650","20,128",SV1,43,Mr. Punch’s Railway Book
38052,PR,5.92,"6,412","28,302",-SV1,43,Reynard the Fox
38551,PS,6.22,"9,177","54,556",-SV1,43,The Crux: A Novel
40814,PS,6.19,"12,644","79,856",SV1,43,Ruth Hall: A Domestic Tale of th...
291,PR,5.91,"8,529","36,954",-SV7,42,The Golden Age
1122,PR,5.96,"6,692","37,349",-SV1,42,"The Tragedy of Hamlet, Prince of..."
1125,PR,6.01,"5,007","28,367",-SV1,42,All’s Well That Ends Well
1785,PR,5.69,"4,298","24,321",-SV1,42,Julius Caesar
2644,PR,6.19,"7,404","44,818",SV3,42,"Isaac Bickersta↵, Physician and..."
3185,PS,5.86,"4,906","22,002",-SV1,42,Those Extraordinary Twins
6428,PR,6.09,"10,881","68,002",-SV1,42,The Surgeon’s Daughter
9415,PZ,5.77,"8,901","89,911",SV5,42,Olaf the Glorious: A Story of th...
10317,PZ,6.17,"7,245","43,866",-SV1,42,Betty Gordon at Boarding School;...
14534,PZ,6.36,"7,538","69,231",-SV1,42,Christmas with Grandma Elsie
14540,PR,6.16,"9,911","52,347",SV2,42,When William Came
19718,PS,6.04,"9,793","84,314",-SV1,42,"The Bostonians, Vol. II (of II)"
20104,PS,5.79,"10,003","82,591",-SV1,42,The Cross-Cut
20519,PS,5.80,"10,607","84,044",SV2,42,Highways in Hiding
21768,PR,5.79,"7,718","47,742",-SV3,42,A Desert Drama: Being The Traged...
24283,PZ,6.00,"7,965","61,510",SV4,42,"Down the River; Or, Buck Bradfor..."
25585,PR,6.04,"13,088","70,721",-SV1,42,"Shakespeare, Ben Jonson, Beaumon..."
26732,PS,6.07,"14,402","85,921",SV7,42,Free Air
27129,PR,5.96,"7,888","42,305",SV2,42,Lyrics from the Song-Books of th...
29774,"PZ,PS",5.77,"5,533","36,975",SV2,42,A Yankee Flier Over Berlin
30339,PS,6.04,"5,150","26,538",SV2,42,Status Quo
30431,PS,5.99,"7,053","66,673",SV2,42,Calumet ’K’
32161,PS,5.81,"4,254","20,381",-SV1,42,Tangle Hold
32351,PS,5.86,"6,638","33,961",-SV2,42,Voyage To Eternity
41753,PZ,5.74,"6,149","50,142",SV5,42,Dave Dawson at Truk
42710,PS,5.98,"8,839","29,868",-SV1,42,Bizarre
1123,PR,6.06,"4,431","24,541",-SV1,41,"Twelfth Night; Or, What You Will"
2496,PR,6.24,"10,380","52,274",SV2,41,Our Village
2702,PR,5.82,"11,056","84,165",-SV1,41,The Lion’s Skin
2761,PR,5.76,"8,715","78,214",-SV1,41,"Benita, an African romance"
4050,"PR,PZ",6.09,"9,970","68,141",-SV1,41,Mates at Billabong
4227,"PS,PZ",5.94,"5,663","41,816",SV2,41,Tom Swift and His Wireless Messa...
4531,PR,5.75,"8,518","92,248",-SV1,41,The Secret Passage
5162,PS,5.87,"9,720","90,298",SV2,41,Agatha Webb
9190,PS,6.04,"9,195","55,175",-SV2,41,The Greater Inclination
10581,PR,5.98,"8,167","59,936",-SV2,41,Uncle Bernac: A Memory of the Em...
12215,PR,5.98,"7,711","60,836",-SV3,41,"Odd Craft, Complete"
14203,PR,6.08,"7,743","39,616",SV2,41,Varied Types
14875,PZ,6.11,"8,880","72,168",SV4,41,Elsie’s children
14917,PR,5.83,"13,493","90,412",SV3,41,The Wings of the Morning
15717,PN,6.13,"11,512","64,047",-SV3,41,Books and Persons; Being Comment...
18614,PZ,6.12,"3,534","27,095",SV1,41,At the Back of the North Wind
19307,PR,5.80,"8,206","54,669",SV5,41,The Lion of Petra
19819,PR,6.05,"12,916","47,977",SV3,41,Milton’s Comus
20526,PN,6.16,"9,052","53,163",-SV1,41,Short Story Writing: A Practical ...
20989,PR,5.84,"5,762","23,916",SV2,41,’A Comedy of Errors’ in Seven Acts
21639,PS,6.04,"6,379","38,793",-SV3,41,When Patty Went to College
24160,"PT,PZ",6.08,"4,503","27,425",SV4,41,The Basket of Flowers
25388,PR,6.01,"9,558","76,286",SV4,41,The Herapath Property
25581,PZ,5.92,"6,475","50,118",-SV3,41,Rinkitink in Oz
30742,PS,5.74,"5,777","28,315",SV2,41,Anything You Can Do!
33325,PS,6.03,"8,540","72,258",-SV3,41,The Spoils of Poynton
37992,PR,5.99,"4,043","29,764",SV2,41,The King of Pirates : Being an Ac...
38252,PZ,6.33,"2,936","20,377",-SV1,41,Fairies I Have Met
38567,PZ,6.19,"9,952","76,013",-SV1,41,"Eight Cousins; Or, The Aunt-Hill"
39782,PZ,6.21,"6,765","25,440",-SV1,41,Brownies and Bogles
40263,PS,6.17,"14,570","90,059",SV1,41,Folly as It Flies; Hit at by Fan...
40504,PS,6.15,"12,810","76,388",SV2,41,Ginger-Snaps
1284,PZ,5.91,"5,894","47,739",-SV1,40,"Tom Swift and His Air Scout; Or,..."
1461,PR,5.93,"13,422","90,196",-SV1,40,A Legend of Montrose
1621,PR,6.16,"5,596","31,396",-SV1,40,Miss or Mrs.?
1654,PR,5.92,"12,238","91,348",SV2,40,An Unsocial Socialist
1987,PS,6.02,"10,228","95,966",SV6,40,The Outlet
2013,PR,5.85,"10,059","97,973",SV2,40,The Pit Prop Syndicate
2687,PR,5.76,"10,571","82,451",-SV1,40,The Snare
3785,"PR,PZ",5.82,"8,690","94,244",SV2,40,In the Reign of Terror: The Adve...
4735,PS,6.05,"7,916","76,964",-SV1,40,The Shepherd of the Hills
7052,PS,5.87,"5,934","32,887",-SV1,40,Dr. Heidenho↵’s Process
8394,PR,6.15,"6,651","38,635",-SV1,40,The Doings of Ra✏es Haw
10422,PR,5.70,"8,731","50,889",-SV1,40,Caesar Dies
10490,PS,5.73,"6,902","29,603",SV1,40,The Golden Legend
10723,PS,6.20,"5,922","28,464",SV3,40,Betty’s Bright Idea; Deacon Pitk...
15976,"PR,PZ",5.93,"9,037","59,395",-SV6,40,Puck of Pook’s Hill
19079,PZ,5.72,"2,930","21,937",-SV2,40,The Adventures of Lightfoot the ...
19928,PS,5.79,"5,307","30,536",-SV1,40,"Sunset Pass; or, Running the Gau..."
20147,PZ,5.68,"6,799","53,257",SV2,40,Rip Foster Rides the Gray Planet
20472,PZ,6.05,"7,792","53,788",SV4,40,Grace Harlowe’s Plebe Year at Hi...
21932,PS,6.10,"8,760","62,724",-SV1,40,Embarrassments
22892,PS,5.90,"6,329","44,144",-SV3,40,The Best Made Plans
24197,PR,5.98,"8,954","61,018",-SV3,40,The Tinted Venus: A Farcical Rom...
24767,PR,5.87,"9,201","73,954",SV2,40,Jack O’ Judgment
25472,"PZ,PS",5.83,"11,371","73,029",SV1,40,Blackbeard: Buccaneer
33028,PR,6.03,"9,145","61,379",-SV2,40,Man and Maid
38053,"PR,PS",5.87,"6,950","27,909",SV1,40,"The Coo-ee Reciter: Humorous, Pa..."
47530,PR,5.90,"8,271","51,446",SV2,40,"Oliver Twist, Vol. 2 (of 3)"
